name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;554;0;347;3071;1021;3071;998;0
header;167;138;167;172;1785;172;1785;138
A;963;201;963;227;987;227;987;201
B;974;878;974;907;994;907;994;878
A;776;919;776;933;785;933;785;919
A;515;1290;515;1305;523;1305;523;1290
C;973;1547;973;1576;994;1576;994;1547
A;810;1739;810;1754;819;1754;819;1739
A;511;1820;511;1822;512;1822;512;1820
B;868;1921;868;1937;878;1937;878;1921
D;868;1975;868;1991;877;1991;877;1975
A;843;2031;843;2043;851;2043;851;2031
A;825;2155;825;2162;832;2162;832;2155
D;979;2210;979;2237;999;2237;999;2210
B;702;2823;702;2838;719;2838;719;2823
